Mes,Year,Linea,LTS
2,2020,L129,36282.64
4,2019,L103,95349.27
11,2021,L107,81764.1
8,2021,L107,79847.35
7,2021,L107,74992.5099999999
12,2022,L126,22716.33
3,2021,L128,52926.3600000001
1,2021,L125,13191.15
9,2019,L128,58151.32
11,2023,L130,13932.68
11,2023,L103,44909.65
10,2023,L126,23624.31
9,2020,L143,27371.78
8,2020,L143,58115.07
7,2020,L146,3445.56
10,2019,L146,70367.4099999999
3,2019,L145,77034.54
2,2019,L145,59572.8800000001
1,2020,L102,39849.87
6,2023,L138,41710.61
6,2023,L140,45412.2
9,2022,L138,43910.3
1,2022,L128,39908.68
12,2019,L128,65064.26
7,2019,L145,80018.5199999999
6,2019,L128,62594.24
5,2019,L128,65322.12
5,2019,L145,83234.08
7,2023,L103,94313.1800000001
6,2022,L126,23386.9
6,2020,L129,18889.28
5,2020,L129,7362.75
12,2019,L103,101598.9
2,2019,L130,23556.35
11,2023,L107,41686.54
9,2023,L140,49184.1999999999
6,2023,L122,99748.8
7,2022,L101,39105.87
6,2022,L101,41865.29
3,2022,L142,138006.86
1,2021,L102,13041.6
12,2020,L102,16399.97
2,2020,L143,95003.4100000001
8,2019,L103,105287.6
8,2019,L128,64614.95
3,2020,L145,59824.82
4,2021,L359,94781.28
3,2021,L359,99992.41
2,2021,L359,78204.41
11,2020,359V,16913.36
11,2020,L359,27247.66
10,2020,L359,59517.34
9,2020,L359,28455.57
8,2020,L359,52819.19
7,2020,L359,6164.88
6,2020,L359,52983.28
6,2020,359V,46756.97
5,2020,L359,18540.78
4,2020,L359,55046.31
3,2020,L359,90566.5899999999
3,2020,LMAV,64203.17
2,2020,LMAV,70963.41
1,2020,LMAV,78211
1,2020,L359,100639.33
12,2019,L359,111644.14
10,2019,L359,110197.53
9,2019,L359,111528.58
8,2019,L359,123943.22
7,2019,L359,121094.91
6,2019,L359,121390.59
4,2019,L359,122753.28
4,2019,LIGM,25022.23
3,2019,L359,123466.56
2,2019,L359,103110.45
1,2019,L359,116783.73
11,2023,L133/125,30515.26
10,2023,L133/125,69363.17
9,2023,L101,42623.48
8,2023,L101,46164.12
8,2023,L110,114521.06
6,2023,L110,99728.5499999999
6,2023,L133/125,62316.01
5,2023,L133/125,70211.61
5,2023,L110,111006.43
2,2022,L103,80313.06
2,2021,L101,21905.76
11,2020,L101,13774.92
4,2020,L129,18950.74
3,2020,L102,36276.53
3,2019,L110,115475.41
11,2022,LIGM,35820.1
10,2022,LIGM,29908.74
9,2022,LIGM,40651.89
8,2022,LIGM,37091.29
7,2022,LIGM,33488.88
6,2022,LIGM,36574.49
5,2022,LIGM,35996.64
5,2022,LMAV,65200.73
5,2022,LEXP,160414.07
4,2022,LIGM,38510.87
3,2022,LIGM,43221.37
2,2022,LIGM,36718.39
1,2022,LIGM,30263.4
12,2021,LIGM,32724.81
11,2021,LIGM,38799.17
11,2021,LEXP,164072.8
4,2021,359V,25916.03
4,2021,LIGM,35104.29
3,2021,LIGM,36268.17
2,2021,LIGM,6194.79
2,2021,LMAV,41429.14
1,2021,LIGM,26141.98
12,2020,LIGM,26361.7
2,2020,L359,90262.5499999999
2,2020,359V,102670.54
11,2023,L110,50366.28
10,2023,L101,42876.86
9,2023,L133/125,69253.9799999999
2,2019,L110,94135.3999999999
1,2019,L110,104898.95
2,2021,L130,135.5
2,2020,L145,65569.46
1,2020,L145,70682.52
11,2019,L145,75964.68
10,2019,L145,76547.23
2,2019,L128,46359.19
8,2020,L101,16341.61
7,2020,L145,4418.08
6,2020,L145,34045.51
4,2020,L125,12205.16
9,2019,L145,77274.2600000001
1,2022,L103,81001.9500000001
7,2021,L110,82309.28
10,2020,L101,20737.34
10,2020,359V,51044.41
9,2020,L101,10123.53
9,2020,L102,6199.52
8,2020,L102,10737.89
7,2020,L129,2153.87
5,2020,L143,17403.44
5,2020,359V,14877.62
3,2020,359V,101160.94
10,2021,LIGM,37203.65
9,2021,LIGM,40531.62
8,2021,LIGM,34095.21
7,2021,LIGM,35080.35
6,2021,LIGM,35332.43
5,2021,LIGM,29563.73
1,2021,LMAV,42790.96
12,2020,L359,82116.39
11,2020,LIGM,24969.33
10,2020,LIGM,29628.13
9,2020,LIGM,35108.55
8,2020,LIGM,29306.21
7,2020,LIGM,20723.97
6,2020,LIGM,8612.15
3,2020,LIGM,10252.95
11,2019,LIGM,26519.66
10,2019,LIGM,31175.03
9,2019,LIGM,17619.49
8,2019,LIGM,25964.35
7,2019,LIGM,10719.39
6,2019,LIGM,18458.08
5,2019,LIGM,28448.54
3,2019,LIGM,23931.88
2,2019,LIGM,21409.57
1,2019,LIGM,25788.66
4,2023,LEXP,157616.9
3,2023,LEXP,193144.21
3,2023,L359,88191.9300000001
2,2023,LEXP,136567.4
2,2023,L359,57423.73
1,2023,LEXP,162001.29
1,2023,L359,78221.82
12,2022,LEXP,185670.22
4,2022,LEXP,162558.41
3,2022,LEXP,181072.06
5,2021,L359,65190.05
10,2019,LMAV,80169.16
2,2019,359V,126712.24
7,2023,L128,51058.12
7,2020,L103,6660.13
5,2020,L103,17533.99
3,2020,L133,75020.5800000001
10,2022,LEXP,159869.42
4,2022,LMAV,59459.86
7,2021,L359,55345.85
6,2021,L359,52757.56
1,2021,L359,86352.22
12,2020,359V,34858.58
10,2020,LMAV,34763.65
8,2019,LMAV,75660.56
6,2019,LMAV,72856.44
3,2019,LMAV,82353.5
4,2020,L130,13929.52
11,2023,LIGM,15028.42
11,2023,LMAV,20252.11
10,2023,LMAV,48001.46
9,2023,LMAV,60112.2600000001
8,2023,LIGM,31211.82
8,2023,LMAV,62019.38
7,2023,LMAV,60065.54
6,2023,LMAV,56733.8000000001
6,2023,LIGM,26523.77
5,2023,LIGM,27878.14
5,2023,LMAV,62090.94
4,2023,LMAV,61004.2300000001
3,2023,LMAV,70457.99
2,2023,LMAV,54237.49
1,2023,LMAV,61217.6000000001
1,2023,359V,29205.6
12,2022,LMAV,64304.7
11,2022,LMAV,68175.47
10,2022,LMAV,58765.8
9,2022,LMAV,64534.24
8,2022,LMAV,64928.25
8,2022,LEXP,182474.95
7,2022,LMAV,59158.31
12,2020,LMAV,37840.05
11,2020,LMAV,13280.53
8,2020,LMAV,29583.67
7,2020,LMAV,5288.99
6,2020,LMAV,31972.65
5,2020,LMAV,11607.35
4,2020,LMAV,37012.5
2,2020,LIGM,6339.51
12,2019,LMAV,79312.37
12,2019,LIGM,6681.72
11,2019,LMAV,81345.5500000001
9,2019,LMAV,76113.17
7,2019,LMAV,68601.65
5,2019,LMAV,79853.5000000001
4,2019,LMAV,78109.26
3,2019,359V,146809.24
2,2019,LMAV,69865.53
1,2019,LMAV,70469.03
11,2023,L359,37551.2
11,2023,359V,31388.61
10,2023,L359,68048.91
9,2023,L359,64421.34
8,2023,L359,72167.5899999998
8,2023,359V,70617.72
7,2023,L359,53492.75
7,2023,LEXP,123133.42
7,2023,359V,99647.03
6,2023,L359,58080.74
6,2023,359V,95726.4099999999
5,2023,L359,69336.14
5,2023,359V,79124.47
4,2023,L359,77655.0399999999
3,2023,359V,45691.3
12,2022,359V,18980.98
9,2022,LEXP,179019.56
9,2021,L359,75317.85
1,2021,LEXP,102346.27
12,2020,LEXP,96179.5699999998
9,2020,LEXP,36111.69
8,2020,LEXP,78994.0300000001
7,2020,LEXP,8432.4
6,2020,LEXP,79348.05
4,2020,LEXP,85020.3799999999
11,2019,359V,130805.35
10,2019,359V,127285.79
10,2023,LI41,164466.95
8,2023,LI41,172966.95
7,2023,LI41,166370.58
5,2019,LI41,177307.78
7,2019,LI41,181435.32
9,2022,LINA,224778.16
6,2022,LINA,209027.42
5,2022,LINA,206613.42
1,2022,LINA,187194.09
12,2021,LINA,226918.21
11,2021,LINA,226982.81
10,2021,LINA,209273.49
9,2021,LINA,196673.45
8,2021,LINA,185045.71
5,2023,LINA,220771.62
10,2022,LINA,209838.53
7,2022,LINA,204108.89
4,2022,LINA,210498.26
3,2022,LINA,231082.75
7,2021,LINA,144913.63
6,2021,LINA,138834.12
5,2021,LINA,157024.96
4,2021,LINA,186682.88
11,2019,LINA,241763.26
9,2019,LINA,244817.66
8,2019,LINA,224817.32
7,2019,LINA,216836.71
6,2019,LINA,202766.68
1,2021,359V,27559.57
9,2020,359V,26676.92
8,2020,359V,53136.0700000001
7,2020,359V,7781.7
1,2020,LIGM,22376.46
10,2023,359V,90855.16
8,2023,LEXP,156066.3
5,2023,LEXP,141488.94
4,2023,359V,44601.74
7,2022,LEXP,152910.99
6,2022,LMAV,64537.33
11,2020,LEXP,37072.84
9,2023,359V,76342
3,2023,LIGM,35538.09
2,2023,359V,48356.88
6,2022,LEXP,161425.57
1,2022,LEXP,139499.19
7,2021,LMAV,36664.84
8,2023,L138,45814.13
6,2020,L128,32733.88
5,2020,L128,11221.8
4,2019,L145,76881.6
11,2020,L145,27525.87
9,2021,LMAV,48350.26
10,2020,LEXP,75675.11
1,2020,359V,114897.32
2,2021,L146,350.27
2,2019,L143,80475.21
11,2020,L102,9682.93
5,2019,L143,105167.83
11,2023,L101,19744.19
2,2022,L101,24147.77
3,2022,LMAV,63191.87
2,2022,LMAV,44959.5
1,2022,LMAV,48470.37
12,2021,LMAV,58089.54
11,2021,LMAV,58581.71
10,2021,LMAV,50306.24
8,2021,LMAV,41476.03
6,2021,LMAV,38036.24
3,2021,LMAV,53009.69
9,2020,LMAV,16359.46
4,2019,359V,145935.77
7,2019,359V,146416.33
6,2019,359V,134845.28
5,2019,359V,147261.24
11,2023,LEXP,61956.5800000001
10,2023,LEXP,137403.25
9,2023,LEXP,150424.67
9,2023,LIGM,30896.04
7,2023,LIGM,25868.46
4,2023,LIGM,27268.57
2,2023,LIGM,26838.61
1,2023,LIGM,25799.29
5,2020,LIGM,787.21
8,2019,359V,137304.64
1,2019,359V,148409.98
6,2023,LEXP,107115.35
11,2020,L133,27453.34
9,2020,L128,16039.59
9,2020,L103,28313.08
1,2020,L128,63018.2600000001
8,2023,N339,52669.8600000001
6,2023,N339,45658.0000000001
4,2023,N339,42706.14
3,2022,N339,43696.29
12,2021,N339,36760.25
8,2021,N339,33823.62
10,2020,L339,36504.57
9,2020,L339,17666.32
8,2020,L339,30865.44
7,2020,L339,3209.97
6,2020,L339,33960.89
5,2020,L339,8724.51
4,2020,359V,43518.75
11,2023,L126,10413.67
1,2023,L122,106596.61
4,2019,L128,48705.26
12,2022,LIGM,26035.27
9,2019,359V,122474.76
4,2020,LIGM,611.46
2,2022,N339,33682.61
8,2020,N339,3148.81
6,2022,N339,40736.82
10,2023,LIGM,13355.02
1,2020,N339,87505.8200000001
2,2023,N339,38961.99
12,2022,N339,42519.87
7,2022,N339,42853.48
4,2022,N339,44440.84
10,2021,N339,30681
9,2021,N339,28588.99
6,2021,N339,27414.66
1,2021,N339,22618.52
6,2020,N339,4602.8
9,2023,N339,48923.48
7,2023,N339,42271.75
3,2023,N339,47456.27
1,2023,N339,39936.38
11,2022,N339,45549.7
10,2022,N339,36671.04
9,2022,N339,38383.72
1,2022,N339,38158.04
8,2022,N339,39491.33
11,2021,N339,36015
7,2021,N339,27307.72
4,2019,L143,86156.91
9,2019,L103,100044.81
8,2020,L133,41333.73
3,2019,L128,62721.58
8,2020,L103,63687.59
3,2020,L103,82647.7399999999
9,2019,L133,83490.8099999999
10,2019,203M,547045.139999999
8,2019,203M,518497.450000001
7,2020,203M,338885.07
6,2020,203M,356552.45
5,2020,203M,344812.06
3,2020,203M,407117.230000001
2,2020,203M,429210.310000001
1,2020,203M,457248.520000001
11,2019,203M,556763.300000001
11,2019,LI41,200609.74
9,2019,203M,513134.050000001
7,2020,203I,319694.05
6,2020,203I,321683.47
5,2020,203I,321635.34
3,2020,203I,396399.279999999
12,2019,203M,501593.270000001
8,2019,203I,423547.760000001
4,2021,203M,378296.31
3,2021,203M,420768.46
2,2021,203M,339396.989999999
1,2021,203M,365728.41
12,2020,203M,387214.27
12,2020,LI41,162131.53
11,2020,203M,356124.74
10,2020,203M,380243.85
9,2020,203M,344776.58
8,2020,203M,350406.02
4,2020,203M,296151.83
5,2021,203M,393733.36
4,2021,203I,361819.550000002
3,2021,203I,388365.02
12,2020,203I,377393.71
11,2020,203I,368350.04
10,2020,203I,370936.51
9,2020,203I,329796.83
6,2019,203I,373790.04
1,2019,203I,344138.73
4,2022,203I,425548.09
1,2021,203I,346491.44
3,2020,LI41,158042.14
12,2019,LI41,226717.12
11,2021,203M,396248.69
10,2021,203M,435422.35
3,2021,LI41,180558.58
2,2021,203I,323240.57
10,2021,203I,350125.1
8,2020,203I,334776.950000001
4,2020,203I,278073.77
2,2020,203I,377588.29
1,2020,203I,421660.65
12,2019,203I,436519.120000001
11,2019,203I,448088.61
10,2019,203I,459133.53
9,2019,203I,409428.96
7,2019,203I,402076.48
5,2019,203I,363255.08
4,2019,203I,363763.200000001
3,2019,203I,350915.040000001
2,2019,203I,305069.789999999
8,2020,LI41,153930.66
6,2020,LI41,148156.99
10,2019,LI41,212414.33
11,2021,203I,368829.73
12,2021,203I,416692.790000001
2,2020,L315,63765.21
1,2020,L315,71036.14
10,2021,LI41,186777.99
1,2021,LI41,124508.76
2,2020,LI41,161563.19
7,2020,LI41,148767.97
1,2020,LI41,172529.06
5,2023,N339,45599.09
11,2023,N339,20670.11
11,2020,LI41,166708.05
5,2020,LI41,119506.61
10,2023,N339,51318.19
6,2022,203I,405531.14
5,2022,L140,43548.08
7,2020,L101,2871.44
5,2022,L126,16021.25
1,2020,L103,96454.77
5,2022,203I,418310.07
3,2022,203I,468035.09
5,2021,203I,365625.66
3,2022,203M,499750.61
2,2021,L129,281.89
1,2020,L133,83571.75
7,2020,L143,5585.3
7,2022,L126,23169.83
11,2023,LINA,102313.72
10,2023,LINA,234936.88
9,2023,LINA,229440.86
8,2023,LINA,231891.39
7,2023,LINA,218508.17
6,2023,LINA,212037.44
4,2023,LINA,219102.23
3,2023,LINA,244195.8
2,2023,LINA,184401.7
1,2023,LINA,206095
12,2022,LINA,221933.31
11,2022,LINA,233163.66
8,2022,LINA,226368.49
2,2022,LINA,163759.74
3,2021,LINA,178064.75
2,2021,LINA,144070.2
1,2021,LINA,161086.25
12,2020,LINA,152992.96
11,2020,LINA,152463.49
10,2020,LINA,141601.9
8,2020,LINA,139987.44
7,2020,LINA,136639.05
6,2020,LINA,135859.35
5,2020,LINA,94736.6799999999
3,2020,LINA,204358.53
2,2020,LINA,214893.38
1,2020,LINA,230022.49
12,2019,LINA,242703.32
10,2019,LINA,251145.17
5,2019,LINA,220700.56
4,2019,LINA,234228.22
3,2019,LINA,237768.94
2,2019,LINA,198992.05
1,2019,LINA,212385.83
2,2020,L128,56753.2300000001
9,2020,LINA,135619.88
4,2020,LINA,98728.58
5,2021,N339,19926.46
3,2021,N339,27344.98
2,2020,N339,86608.9100000001
10,2019,N339,104401.23
8,2019,L145,86373.36
7,2019,L133,23116.58
10,2020,LI41,151806.57
9,2020,LI41,153425.63
12,2020,N339,18384.73
12,2019,N339,97132.6399999998
7,2023,203I,358360.69
12,2022,203I,379532.58
7,2019,L103,96266.1300000001
5,2022,N339,40097.92
6,2022,203M,440592.41
5,2022,203M,489749.900000001
6,2023,203M,399253.72
5,2023,203M,445087.3
4,2023,203M,432241.1
3,2023,203M,491787.179999999
12,2022,203M,439402.27
11,2022,203M,469922.34
10,2022,203M,449837.079999999
9,2022,203M,438697.449999999
8,2022,203M,445549.42
7,2022,203M,456476.58
4,2022,203M,470888.570000001
2,2022,203M,390468.41
1,2022,203M,411166.88
12,2021,203M,470408.86
11,2023,L440,153758.72
11,2023,L315,47076.79
10,2023,L440,367660.12
10,2023,L315,110613.93
9,2023,L440,350796.759999999
9,2023,L315,101036.03
8,2023,L315,113146.88
8,2023,L440,368100.84
7,2023,L440,342428.27
7,2023,L315,93357.3099999999
6,2023,L440,359943.55
6,2023,L315,95015.11
5,2023,L440,359895.359999999
5,2023,L315,97466.0199999999
4,2023,L315,94828.8299999999
4,2023,L440,347613.78
3,2023,L440,375131.91
3,2023,L315,98061.51
12,2022,L440,321034.709999999
12,2022,L315,89239.48
11,2022,L440,355930.7
11,2022,L315,104864.61
10,2022,L440,358608.069999999
10,2022,L315,100672.56
9,2022,L440,355984.17
9,2022,L315,105804.32
8,2022,L440,343618.909999999
8,2022,L315,110196.36
7,2022,L440,308832.7
7,2022,L315,99898.33
7,2022,L740,94620.4400000001
6,2022,L315,111549.59
5,2022,L440,348347.52
5,2022,L315,116486.72
4,2022,L315,92982.3000000001
4,2022,L440,321738.18
3,2022,L315,107692.31
3,2022,L440,341620.9
12,2021,L315,88012.57
9,2021,L315,58446.9100000001
8,2021,L315,79132.6699999999
7,2021,L315,70387.9000000001
6,2021,L315,63591.93
5,2021,L315,70865.3299999999
4,2021,L315,71279.21
3,2021,L315,71748.94
2,2021,L315,55322.8
12,2020,L315,62308.55
3,2020,L315,75717.6299999999
12,2019,L315,85758.51
11,2019,L315,87317.05
11,2019,L740,98809.32
10,2019,L315,100468.57
9,2019,L315,75148.7
8,2019,L315,87686.5600000012
7,2019,L440,360566.069999986
7,2019,L315,82141.5500000001
6,2019,L315,77904.3
5,2019,L315,64141.74
4,2019,L315,79790.9800000002
3,2019,L315,83228.32
1,2019,L315,64253.52
6,2022,L440,329932.43
2,2022,L440,243946.52
1,2022,L440,236398.61
12,2021,L440,303534.14
11,2021,L440,315321.94
10,2021,L440,325187.89
9,2021,L440,305766.66
8,2021,L440,305087.62
7,2021,L440,296999.609999999
6,2021,L440,271011.13
5,2021,L440,278914.66
4,2021,L440,277185.99
3,2021,L440,285234.81
3,2020,L440,274201.28
2,2020,L440,254132.94
1,2020,L440,292016.269999999
12,2019,L440,322955.07
11,2019,L440,339776.92
10,2019,L440,363028.590000002
9,2019,L440,320332.61
8,2019,L440,352393.450000009
6,2019,L440,289338.949999999
5,2019,L440,296709.06
4,2019,L440,317808.000000001
3,2019,L440,332932.649999999
2,2019,L440,257008.91
1,2019,L440,282325.139999999
2,2021,L440,219526.34
1,2021,L440,204357.67
12,2020,L440,252828.15
11,2020,L440,262865.080000001
11,2021,L315,73275.47
10,2020,L440,237310.18
9,2020,L440,243893.02
8,2020,L440,244209.03
1,2023,L440,296080.71
10,2023,L740,101521.67
7,2021,L740,83872.93
5,2020,L440,232340.470000001
2,2023,L315,81159.4800000001
11,2022,L740,99957.32
2,2022,L315,65071.84
12,2021,L740,95205.3599999999
11,2021,L740,93977.1799999999
10,2021,L315,56740.06
7,2023,L740,90592.7500000002
5,2023,L740,99139.06
8,2021,L740,79746.0600000001
6,2023,L740,93327.9199999999
2,2023,L740,77634.33
4,2020,L440,188555.19
10,2022,L740,100580.63
11,2020,L315,65376.72
9,2023,L740,95076.19
1,2023,L315,83181.04
1,2021,L315,41311.53
10,2020,L315,57944.55
4,2022,L740,93150.76
4,2020,LI41,90305.5699999999
2,2021,LI41,124040.66
8,2022,203I,395080.639999999
4,2022,LI41,191115.99
9,2021,203M,422849.980000002
9,2021,LI41,175595.23
8,2021,203M,411608.490000001
7,2021,203M,388290.290000001
6,2021,203M,359532.999999999
5,2020,L315,52697.8
8,2021,203I,397285.09
6,2019,N339,102267.31
4,2019,N339,98756.6900000001
3,2019,N339,98155.1100000001
2,2019,N339,77893.23
1,2019,N339,91168.69
3,2023,L740,96274.78
2,2019,L315,59163.7500000001
3,2021,L740,87168.8999999999
8,2023,L740,99509.4999999997
7,2020,L315,60505.7
3,2022,L740,100736
2,2022,L740,71645.4100000001
2,2020,L740,78393.84
5,2022,L122,46277.93
4,2021,LI41,161203.97
5,2020,L102,5287.84
2,2020,L102,33624.76
6,2021,203I,338540.36
6,2020,L102,11759.44
9,2021,203I,391557.689999998
7,2019,L740,116829.540000003
4,2023,L740,90538.66
11,2023,L740,37755.82
1,2023,L740,86770.95
12,2022,L740,90307.38
9,2022,L740,97560.7099999999
8,2022,L740,102715.28
6,2022,L740,101755.47
5,2022,L740,101942.84
6,2020,L315,59012.57
8,2019,L740,110848.109999999
4,2019,L740,97704.3299999999
1,2021,L740,76071.6100000001
3,2019,L740,92415.17
6,2019,L740,98684.4000000002
8,2020,L315,60810.84
9,2020,L315,61630.48
10,2021,L740,90463.59
1,2019,L740,85601.26
12,2020,L740,81446.8199999999
1,2022,L315,64109.15
4,2020,L315,43524.76
3,2020,L740,76587.13
5,2021,L740,80099.82
6,2021,L740,77245.2599999999
9,2021,L740,89479.8800000001
1,2022,L740,78651.19
4,2021,L740,78119.83
2,2021,L740,66354.5900000001
11,2020,L740,79685.4800000001
10,2020,L740,79707.35
9,2020,L740,77019.73
8,2020,L740,73888.41
7,2020,L740,76174.74
6,2020,L740,72711.8
5,2020,L740,69049.5400000001
4,2020,L740,52712.86
1,2020,L740,91173.47
12,2019,L740,94533.7200000001
10,2019,L740,106939.18
9,2019,L740,107068.37
5,2019,L740,98024.0699999999
2,2019,L740,79008.9
11,2023,LI41,76930.39
9,2023,LI41,171399.76
6,2023,LI41,170569.18
5,2023,LI41,170470.67
4,2023,LI41,170465.36
3,2023,LI41,198668.09
2,2023,LI41,144581.4
1,2023,LI41,157622.02
12,2022,LI41,170262.91
11,2022,LI41,181727.88
10,2022,LI41,168526.71
9,2022,LI41,175619.71
8,2022,LI41,186833.76
7,2022,LI41,177687.15
6,2022,LI41,187218.44
5,2022,LI41,196876.57
3,2022,LI41,202225.27
2,2022,LI41,152477.76
1,2022,LI41,156995.23
12,2021,LI41,202306.72
11,2021,LI41,194551.81
8,2021,LI41,173233.43
7,2021,LI41,175188.48
6,2021,LI41,171649.9
5,2021,LI41,153075.8
9,2019,LI41,187843.51
8,2019,LI41,188060.54
6,2019,LI41,168120.55
4,2019,LI41,180588.34
3,2019,LI41,167590.87
2,2019,LI41,148265.09
2,2023,203M,393169.2
4,2020,L144,11059.57
4,2020,L145,29460.57
6,2019,L145,78020.78
2,2023,L122,91921.3699999999
11,2023,203M,187149.46
10,2023,203M,430819.760000001
9,2023,203M,426829.240000001
9,2023,203I,386913.08
8,2023,203M,448355.99
7,2023,203M,404394.700000001
7,2021,203I,364676.53
10,2019,L128,68721.74
7,2020,L133,3610.92
5,2020,L130,4701.47
1,2019,L128,61343.77
2,2020,L133,77649.45
2,2020,L103,89769.7
5,2020,L145,9752.45
10,2020,L133,42166.79
4,2020,L103,50785.2400000001
6,2019,L103,92393.2000000001
1,2023,L126,19260.78
4,2020,L128,32154.45
2,2021,L102,169.29
3,2021,L146,315.95
5,2023,203I,382060.96
9,2020,L133,19986.39
11,2023,203I,168110.3
10,2023,203I,387479.75
8,2023,203I,401046.29
6,2023,203I,360547.11
4,2023,203I,362218.080000001
3,2023,203I,407037.24
2,2023,203I,330574.98
1,2023,203I,377651.800000001
11,2022,203I,405280.36
10,2022,203I,385400
9,2022,203I,383239.28
7,2022,203I,412727.170000001
2,2022,203I,351669.27
1,2022,203I,350180.81
1,2023,203M,448291.099999999
11,2021,L129,109
4,2021,L146,222.35
11,2019,N339,114959.41
9,2019,N339,101379.91
8,2019,N339,109170.9
7,2019,N339,106364.77
5,2020,N339,4592.27
3,2020,N339,58584.49
2,2021,N339,22404.13
4,2021,N339,26132.99
7,2020,N339,1310.03
11,2020,N339,4587.19
10,2020,N339,5357.66
4,2020,N339,4188.91
9,2020,N339,2350.66
4,2022,L140,63.21
4,2020,L133,39103.16
6,2020,L133,39520.53
5,2020,L133,13358.92
2,2021,L133,128.51
